blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,lat,lng,postal
182,PASIR RIS ST 11,12,1992,Y,N,N,N,N,N,PRC,55,0,0,0,0,55,0,0,0,0,0,0,0,1.36463198995615,103.961001795019,510182
182,RIVERVALE CRES,18,2012,Y,N,N,Y,N,N,SK,438,0,0,0,0,0,0,0,0,323,115,0,0,1.39047126956208,103.909215796683,540182
182,STIRLING RD,13,1998,Y,N,N,N,N,N,QT,87,0,0,0,75,12,0,0,0,0,0,0,0,1.29538263328406,103.804962382031,140182
182,WOODLANDS ST 13,7,2018,N,Y,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4351589506738,103.776023343198,730182
182,YUNG SHENG RD,18,1999,Y,N,N,N,N,N,JW,85,0,0,0,51,34,0,0,0,0,0,0,0,1.33369129501338,103.722503178422,611182
182A,RIVERVALE CRES,1,2012,N,Y,N,N,N,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39045272942317,103.908892267885,541182
182A,STIRLING RD,1,1999,N,N,N,N,N,Y,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29547080747875,103.804637647475,141182
182A,WOODLANDS ST 13,32,2018,Y,N,N,N,N,N,WL,283,0,181,60,0,0,0,0,0,14,28,0,0,1.43569654168683,103.775515756855,731182
182A,YUNG SHENG RD,1,2000,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33354579743647,103.722677510304,611182
182B,WOODLANDS ST 13,30,2018,Y,N,N,N,N,N,WL,148,0,0,0,56,92,0,0,0,0,0,0,0,1.43540518046775,103.776360045557,732182
183,BEDOK NTH RD,20,2003,Y,N,N,N,N,N,BD,144,0,0,0,144,0,0,0,0,0,0,0,0,1.32643686024318,103.941850926144,460183
183,BISHAN ST 13,21,1986,Y,N,N,N,N,N,BH,76,0,0,0,0,68,8,0,0,0,0,0,0,1.35045853468042,103.852476179728,570183
183,BOON LAY AVE,5,2013,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34926379671314,103.709356468207,640183
183,BT BATOK WEST AVE 8,10,1984,Y,N,N,Y,N,N,BB,90,0,0,0,90,0,0,0,0,0,0,0,0,1.34632633858113,103.743379242491,650183
183,EDGEFIELD PLAINS,17,2002,Y,N,N,Y,N,N,PG,92,0,0,0,0,34,58,0,0,0,0,0,0,1.3988100308518,103.909845612504,820183
183,JELEBU RD,29,2000,Y,N,N,Y,N,N,BP,165,0,0,0,28,82,55,0,0,0,0,0,0,1.37996383568621,103.763048292356,671183
183,PASIR RIS ST 11,12,1992,Y,N,N,N,N,N,PRC,44,0,0,0,0,44,0,0,0,0,0,0,0,1.36493828197645,103.960612447875,510183
183,RIVERVALE CRES,1,2001,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39176541520449,103.908158919987,540183
183,STIRLING RD,14,1999,Y,Y,N,N,N,N,QT,66,0,0,0,27,39,0,0,0,0,0,0,0,1.29568740644006,103.80486231318,140183
183,TOA PAYOH CTRL,4,1971,Y,Y,N,N,N,N,TP,70,0,0,52,17,1,0,0,0,0,0,0,0,1.33335596212433,103.848865687447,310183
183,WOODLANDS ST 13,1,2018,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4354155056612,103.777407059508,731183
183,YUNG SHENG RD,18,1999,Y,N,N,N,N,N,JW,85,0,0,0,51,34,0,0,0,0,0,0,0,1.33323967703012,103.722683916463,610183
183A,BOON LAY AVE,16,2013,Y,N,N,Y,N,N,JW,120,0,0,0,90,30,0,0,0,0,0,0,0,1.34861716958631,103.709733571074,641183
183A,CORPORATION DR,5,1999,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33292473677982,103.722450364248,611183
183A,JELEBU RD,1,2001,N,N,N,N,N,Y,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37994475006005,103.762675375332,671183
183A,RIVERVALE CRES,17,2001,Y,N,N,N,N,N,SK,96,0,0,0,0,96,0,0,0,0,0,0,0,1.39164106188717,103.907924031863,541183
183A,WOODLANDS ST 13,29,2018,Y,N,N,Y,N,N,WL,150,0,0,0,54,96,0,0,0,0,0,0,0,1.4354155056612,103.777407059508,731183
183B,BOON LAY AVE,16,2013,Y,N,N,Y,N,N,JW,120,0,0,0,90,30,0,0,0,0,0,0,0,1.34809658034934,103.709411374507,642183
183B,RIVERVALE CRES,17,2001,Y,N,N,N,N,N,SK,112,0,0,0,48,64,0,0,0,0,0,0,0,1.39130624638812,103.908329711702,542183
183B,WOODLANDS ST 13,24,2018,Y,N,N,Y,N,N,WL,120,0,0,0,32,88,0,0,0,0,0,0,0,1.43511880809721,103.777142798069,732183
183C,BOON LAY AVE,16,2013,Y,N,N,N,N,N,JW,120,0,0,0,90,30,0,0,0,0,0,0,0,1.34865235705736,103.709098000538,643183
183C,RIVERVALE CRES,17,2001,Y,N,N,Y,N,N,SK,112,0,0,0,48,64,0,0,0,0,0,0,0,1.39094842317406,103.908612424417,543183
183C,WOODLANDS ST 13,27,2018,Y,N,N,N,N,N,WL,154,0,0,0,100,54,0,0,0,0,0,0,0,1.43465687984814,103.776726754884,733183
183D,BOON LAY AVE,16,2013,Y,N,N,N,N,N,JW,90,0,0,0,30,60,0,0,0,0,0,0,0,1.34909073283026,103.709042656994,644183
183D,RIVERVALE CRES,17,2001,Y,N,N,N,N,N,SK,138,0,0,0,138,0,0,0,0,0,0,0,0,1.391450410798,103.908743124375,544183
184,BEDOK NTH RD,6,2003,N,N,N,Y,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32609461990569,103.941385894802,460184
184,BISHAN ST 13,12,1986,Y,N,N,N,N,N,BH,88,0,0,44,44,0,0,0,0,0,0,0,0,1.35006712276967,103.85253500527,570184
184,BT BATOK WEST AVE 8,4,1984,Y,N,N,N,N,N,BB,32,0,0,24,8,0,0,0,0,0,0,0,0,1.34623857731019,103.743826040526,650184
184,EDGEFIELD PLAINS,14,2002,Y,N,N,Y,N,N,PG,74,0,0,0,0,28,46,0,0,0,0,0,0,1.39851583178006,103.910140642146,820184
184,JELEBU RD,30,2000,Y,N,N,Y,N,N,BP,171,0,0,0,29,85,57,0,0,0,0,0,0,1.3797109581287,103.762440084954,670184
184,PASIR RIS ST 11,12,1993,Y,N,N,N,N,N,PRC,55,0,0,0,11,44,0,0,0,0,0,0,0,1.36523251393643,103.960283310204,510184
184,RIVERVALE CRES,4,2001,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39208958947323,103.908281105623,540184
184,STIRLING RD,25,1999,Y,N,N,N,N,N,QT,122,0,0,0,26,96,0,0,0,0,0,0,0,1.29560954714993,103.804472923985,140184
184,TOA PAYOH CTRL,4,1971,Y,Y,N,N,N,N,TP,27,0,0,21,6,0,0,0,0,0,0,0,0,1.33259000918316,103.849677717253,310184
184,WOODLANDS ST 13,2,2018,N,N,N,Y,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43575381829921,103.777585697535,730184
184,YUNG SHENG RD,18,1999,Y,N,N,Y,N,N,JW,119,0,0,0,68,51,0,0,0,0,0,0,0,1.3333214010905,103.722288614113,610184
184A,BEDOK NTH RD,1,2004,N,N,N,N,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32613151284382,103.942104068496,461184
184A,CORPORATION DR,1,2000,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33286543426899,103.721889284041,611184
184A,RIVERVALE CRES,17,2001,Y,N,N,N,N,N,SK,112,0,0,0,48,64,0,0,0,0,0,0,0,1.39212575224244,103.907508047408,541184
184A,WOODLANDS ST 13,28,2018,Y,N,N,Y,N,N,WL,156,0,0,0,54,102,0,0,0,0,0,0,0,1.43611569878671,103.777087417647,731184
184B,RIVERVALE CRES,17,2001,Y,N,N,Y,N,N,SK,112,0,0,0,48,64,0,0,0,0,0,0,0,1.39248357533523,103.907225369475,542184
184C,RIVERVALE CRES,17,2001,Y,N,N,Y,N,N,SK,151,0,0,0,151,0,0,0,0,0,0,0,0,1.39266579969398,103.907716745628,543184
185,BEDOK NTH RD,20,2003,Y,N,N,N,N,N,BD,144,0,0,0,144,0,0,0,0,0,0,0,0,1.32623725322604,103.940827550178,460185
185,BISHAN ST 13,12,1986,Y,N,N,Y,N,N,BH,88,0,0,44,44,0,0,0,0,0,0,0,0,1.34976201896996,103.852472713646,570185
185,BOON LAY AVE,22,1975,Y,N,N,N,N,N,JW,436,0,0,432,0,4,0,0,0,0,0,0,0,1.34640538174582,103.71077711286,640185
185,BT BATOK WEST AVE 6,11,1988,Y,N,N,Y,N,N,BB,90,0,0,0,70,20,0,0,0,0,0,0,0,1.34708158497584,103.744923972487,650185
185,EDGEFIELD PLAINS,17,2002,Y,N,N,Y,N,N,PG,96,0,0,0,0,34,62,0,0,0,0,0,0,1.39806814684994,103.910166919016,820185
185,JELEBU RD,30,2001,Y,N,N,N,N,N,BP,173,0,0,0,88,85,0,0,0,0,0,0,0,1.37914929552428,103.762596034497,670185
185,PASIR RIS ST 11,12,1993,Y,Y,N,N,N,N,PRC,77,0,0,0,11,66,0,0,0,0,0,0,0,1.36561350104996,103.96004408149,510185
185,RIVERVALE CRES,5,1999,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39376734119746,103.906733237771,540185
185,TOA PAYOH CTRL,4,1971,Y,Y,N,N,N,N,TP,23,0,0,22,0,1,0,0,0,0,0,0,0,1.33272795858043,103.849994231509,310185
185,WOODLANDS ST 13,8,2018,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43627565879316,103.776472298744,730185
185A,JELEBU RD,6,2000,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37914929552428,103.762596034497,671185
185A,PASIR RIS ST 11,1,1993,N,N,N,N,N,Y,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36529365095434,103.959957713375,511185
185A,RIVERVALE CRES,17,1999,Y,N,N,N,N,N,SK,70,0,0,0,27,43,0,0,0,0,0,0,0,1.39332237169062,103.907116237157,541185
185A,WOODLANDS ST 13,22,2018,Y,N,N,N,N,N,WL,400,0,0,0,0,0,0,0,0,160,240,0,0,1.43623567061742,103.77546601082,731185
185B,RIVERVALE CRES,17,1999,Y,N,N,N,N,N,SK,133,0,0,0,133,0,0,0,0,0,0,0,0,1.39288807322397,103.906920778538,542185
185B,WOODLANDS ST 13,29,2018,Y,N,N,Y,N,N,WL,215,0,108,54,53,0,0,0,0,0,0,0,0,1.435856503832,103.776294109996,732185
185C,RIVERVALE CRES,17,1999,Y,N,N,Y,N,N,SK,127,0,0,0,127,0,0,0,0,0,0,0,0,1.39317369502636,103.906494405169,543185
185C,WOODLANDS ST 13,22,2018,Y,N,N,N,N,N,WL,120,0,0,80,40,0,0,0,0,0,0,0,0,1.43588503875871,103.776598268666,733185
185D,RIVERVALE CRES,17,1999,Y,N,N,N,N,N,SK,109,0,0,0,109,0,0,0,0,0,0,0,0,1.39386699836594,103.906351242369,544185
186,BEDOK NTH ST 4,1,2018,N,N,N,N,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33003736213545,103.940842245678,460186
186,BISHAN ST 13,11,1986,Y,N,N,Y,N,N,BH,80,0,0,0,0,0,80,0,0,0,0,0,0,1.3493455861286,103.852578831668,570186
186,BOON LAY AVE,22,1975,Y,N,N,N,N,N,JW,437,0,0,434,0,3,0,0,0,0,0,0,0,1.34572728320792,103.711027373165,640186
186,BT BATOK WEST AVE 6,11,1988,Y,N,N,Y,N,N,BB,70,0,0,0,50,20,0,0,0,0,0,0,0,1.3465807668032,103.744085374214,650186
186,PASIR RIS ST 11,13,1992,Y,N,N,N,N,N,PRC,71,0,0,0,0,71,0,0,0,0,0,0,0,1.36513064135062,103.959433090412,510186
186,PUNGGOL CTRL,17,2002,Y,N,N,Y,N,N,PG,96,0,0,0,0,32,64,0,0,0,0,0,0,1.39856332789661,103.911099973166,820186
186,RIVERVALE CRES,1,1999,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39335821663452,103.906138864294,540186
186,TOA PAYOH CTRL,4,1971,Y,Y,N,N,N,N,TP,36,0,0,28,8,0,0,0,0,0,0,0,0,1.33265395312562,103.85021164455,310186
186,WOODLANDS ST 13,1,2018,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43605464029975,103.775917509932,730186
186A,BEDOK NTH ST 4,19,2017,Y,N,N,N,N,N,BD,126,0,0,0,90,36,0,0,0,0,0,0,0,1.32991427421907,103.940310513079,461186
186A,RIVERVALE DR,17,1999,Y,N,N,N,N,N,SK,97,0,0,0,17,80,0,0,0,0,0,0,0,1.39300977764148,103.905649478832,541186
186B,BEDOK NTH ST 4,19,2017,Y,N,N,N,N,N,BD,126,0,0,36,90,0,0,0,0,0,0,0,0,1.33003736213545,103.940842245678,462186
186B,RIVERVALE DR,17,1999,Y,N,N,N,N,N,SK,81,0,0,0,17,64,0,0,0,0,0,0,0,1.39280009752538,103.905610062045,542186
186C,RIVERVALE DR,17,1999,Y,N,N,N,N,N,SK,98,0,0,0,34,64,0,0,0,0,0,0,0,1.39286345501086,103.905070419158,543186
186D,RIVERVALE DR,17,1999,Y,N,N,N,N,N,SK,97,0,0,0,17,80,0,0,0,0,0,0,0,1.39342931614254,103.905442121703,544186
187,BEDOK NTH ST 4,7,2017,N,N,N,Y,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33083543731955,103.940641339343,460187
187,BISHAN ST 13,11,1986,Y,N,N,Y,N,N,BH,80,0,0,0,0,0,80,0,0,0,0,0,0,1.34955094936361,103.851544031278,570187
187,BOON LAY AVE,22,1975,Y,N,N,N,N,N,JW,438,0,0,436,0,2,0,0,0,0,0,0,0,1.34505773588936,103.710699802755,640187
187,BT BATOK WEST AVE 6,13,1988,Y,N,N,N,N,N,BB,120,0,0,0,96,24,0,0,0,0,0,0,0,1.34651344118159,103.744614358938,650187
187,PASIR RIS ST 11,13,1992,Y,N,N,Y,N,N,PRC,71,0,0,0,0,71,0,0,0,0,0,0,0,1.36478562221788,103.959292475911,510187
187,PUNGGOL CTRL,14,2002,Y,N,N,Y,N,N,PG,78,0,0,0,0,26,52,0,0,0,0,0,0,1.3987520340768,103.910880669271,820187
187A,BEDOK NTH ST 4,19,2017,Y,N,N,N,N,N,BD,144,0,0,0,108,36,0,0,0,0,0,0,0,1.33087094745917,103.940210775064,461187
187A,RIVERVALE DR,17,1999,Y,N,N,Y,N,N,SK,95,0,0,0,16,79,0,0,0,0,0,0,0,1.39380392749098,103.905810274661,541187
187B,BEDOK NTH ST 4,19,2017,Y,N,N,Y,N,N,BD,144,0,0,0,108,36,0,0,0,0,0,0,0,1.33038146607472,103.940088401203,462187
187B,RIVERVALE DR,17,1999,Y,N,N,Y,N,N,SK,95,0,0,0,16,79,0,0,0,0,0,0,0,1.39429791122825,103.905847570841,542187
188,BEDOK NTH ST 4,1,2019,N,N,N,N,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33146031254925,103.940924231683,460188
188,BISHAN ST 13,12,1986,Y,N,N,N,N,N,BH,88,0,0,44,44,0,0,0,0,0,0,0,0,1.34992208546798,103.851754115787,570188
188,BOON LAY DR,10,1975,Y,N,N,N,N,N,JW,249,0,33,0,0,0,0,0,0,36,180,0,0,1.34381009067475,103.710990466041,640188
188,BT BATOK WEST AVE 6,11,1995,Y,Y,N,Y,N,N,BB,90,0,0,0,70,20,0,0,0,0,0,0,0,1.34643257279283,103.745354017974,651188
188,PASIR RIS ST 12,13,1993,Y,N,N,N,N,N,PRC,84,0,0,0,12,72,0,0,0,0,0,0,0,1.36529812070638,103.959160173062,510188
188,PUNGGOL CTRL,17,2003,Y,N,N,N,N,N,PG,95,0,0,0,0,31,64,0,0,0,0,0,0,1.39893869186341,103.910538480996,820188
188,RIVERVALE DR,1,1998,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39469132208718,103.904566006533,545188
188A,BEDOK NTH ST 4,16,2017,Y,N,N,N,N,N,BD,104,0,0,22,82,0,0,0,0,0,0,0,0,1.3316335310137,103.941371320775,461188
188A,BT BATOK WEST AVE 6,5,1995,N,N,N,N,Y,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34643257279283,103.745354017974,651188
188A,RIVERVALE DR,17,1998,Y,N,N,Y,N,N,SK,100,0,0,0,27,73,0,0,0,0,0,0,0,1.39428260901924,103.905324978488,541188
188B,BEDOK NTH ST 4,16,2017,Y,N,N,N,N,N,BD,84,0,0,58,26,0,0,0,0,0,0,0,0,1.33196249675671,103.941467643694,462188
188B,RIVERVALE DR,17,1998,Y,N,N,Y,N,N,SK,144,0,0,0,50,94,0,0,0,0,0,0,0,1.39454068651967,103.905458975406,542188
188C,BEDOK NTH ST 4,16,2018,Y,N,N,N,N,N,BD,150,0,64,30,30,0,0,0,26,0,0,0,0,1.33180346002148,103.940785939953,463188
188C,RIVERVALE DR,17,1998,Y,N,N,Y,N,N,SK,144,0,0,0,50,94,0,0,0,0,0,0,0,1.39522162663415,103.904808624541,543188
188D,BEDOK NTH ST 4,19,2018,Y,N,N,N,N,N,BD,180,0,46,36,36,0,0,0,62,0,0,0,0,1.33168420406759,103.940493118435,464188
188D,RIVERVALE DR,17,1998,Y,N,N,Y,N,N,SK,100,0,0,0,27,73,0,0,0,0,0,0,0,1.39495299722213,103.904008558369,544188
188E,RIVERVALE DR,5,1998,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39469132208718,103.904566006533,545188
189,BISHAN ST 13,12,1986,Y,N,N,N,N,N,BH,88,0,0,44,44,0,0,0,0,0,0,0,0,1.35022254582524,103.851833543469,570189
189,BOON LAY DR,11,1974,Y,Y,N,N,N,N,JW,100,0,0,0,0,0,0,0,0,0,0,100,0,1.34442668624645,103.711462801071,640189
189,BT BATOK WEST AVE 6,21,1995,Y,N,N,N,N,N,BB,86,0,0,0,40,46,0,0,0,0,0,0,0,1.34579573207285,103.746340146543,650189
189,PASIR RIS ST 12,13,1993,Y,N,N,N,N,N,PRC,48,0,0,0,0,48,0,0,0,0,0,0,0,1.36558937083909,103.959037047449,510189
189,PUNGGOL CTRL,1,2003,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39902389562462,103.910119899895,820189
189A,RIVERVALE DR,17,1998,Y,N,N,Y,N,N,SK,94,0,0,0,0,0,94,0,0,0,0,0,0,1.3955612081437,103.904021658575,541189
189B,RIVERVALE DR,16,1998,Y,N,N,Y,N,N,SK,88,0,0,0,0,0,88,0,0,0,0,0,0,1.39579568667241,103.903630293443,542189
189C,RIVERVALE DR,17,1998,Y,N,N,N,N,N,SK,94,0,0,0,0,0,94,0,0,0,0,0,0,1.3954018841936,103.903397561036,543189
19,BALAM RD,10,1965,Y,N,N,N,N,N,GL,120,0,0,120,0,0,0,0,0,0,0,0,0,1.3314236264001,103.887410301919,370019
19,BEDOK STH RD,25,1975,Y,N,N,N,N,N,BD,96,0,0,0,0,96,0,0,0,0,0,0,0,1.31975664729809,103.93427433992,462019
19,CANTONMENT CL,30,2000,Y,N,N,N,N,N,BM,116,0,0,0,58,58,0,0,0,0,0,0,0,1.27388354188483,103.839003328569,080019
19,CHAI CHEE RD,10,1972,Y,N,N,N,N,N,BD,137,0,0,135,0,2,0,0,0,0,0,0,0,1.32723388955934,103.922217484759,461019
19,DOVER CRES,30,2002,Y,N,N,N,N,N,QT,154,0,0,0,102,52,0,0,0,0,0,0,0,1.30735380231596,103.78454843987,131019
19,EUNOS CRES,12,1976,Y,N,N,N,N,N,GL,148,0,0,142,0,6,0,0,0,0,0,0,0,1.32427583956645,103.903205459225,400019
19,GHIM MOH RD,14,1976,Y,Y,N,N,N,N,QT,216,0,0,210,0,6,0,0,0,0,0,0,0,1.31143852315953,103.788298892377,273019
19,HOLLAND DR,1,2010,N,N,N,N,N,Y,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31063750805862,103.791506112474,271019
19,HOUGANG AVE 3,12,1977,Y,Y,N,Y,N,N,HG,132,0,0,110,22,0,0,0,0,0,0,0,0,1.36378961600313,103.891813266061,530019
19,JLN SULTAN,16,1974,Y,N,N,Y,N,N,KWN,150,0,0,0,0,0,0,0,0,0,150,0,0,1.30370770062523,103.862344547199,190019
19,JLN TENTERAM,28,1999,Y,N,N,N,N,N,KWN,107,0,0,0,51,56,0,0,0,0,0,0,0,1.327551322529,103.859468820285,322019
19,JLN MEMBINA,30,2001,Y,N,N,Y,N,N,BM,156,0,0,0,69,87,0,0,0,0,0,0,0,1.28529172597125,103.826323201757,164019
19,JOO SENG RD,19,1987,Y,N,N,N,N,N,TP,72,0,0,0,0,72,0,0,0,0,0,0,0,1.33464636166189,103.880994623053,360019
19,LIM LIAK ST,4,1949,Y,N,N,N,N,N,BM,16,0,0,16,0,0,0,0,0,0,0,0,0,1.28549378363946,103.832599980169,161019
19,LOR 7 TOA PAYOH,2,1969,N,Y,N,N,N,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33528228598944,103.856504185339,310019
19,MARSILING LANE,4,1975,Y,Y,N,N,N,N,WL,54,0,0,54,0,0,0,0,0,0,0,0,0,1.44328204285334,103.777294228046,730019
19,MARINE TER,10,1974,Y,N,N,Y,N,N,MP,108,0,0,54,54,0,0,0,0,0,0,0,0,1.30452210196587,103.915054010998,440019
19,QUEEN'S CL,19,1994,Y,N,N,N,N,N,QT,76,0,0,0,45,31,0,0,0,0,0,0,0,1.29238272764572,103.800196306719,141019
19,ST. GEORGE'S RD,4,1984,Y,N,N,N,N,N,KWN,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
19,TECK WHYE LANE,12,1980,Y,N,N,Y,N,N,CCK,129,0,0,104,22,1,2,0,0,0,0,0,0,1.37939430400052,103.752949444229,680019
19,TELOK BLANGAH CRES,14,1974,Y,N,N,N,N,N,BM,364,0,0,0,0,0,0,0,0,364,0,0,0,1.27746278820853,103.822653020911,090019
19,TOH YI DR,4,1988,Y,Y,N,N,N,N,BT,16,0,0,8,8,0,0,0,0,0,0,0,0,1.33996269630773,103.77389767866,590019
19,UPP BOON KENG RD,13,1975,Y,N,N,Y,N,N,KWN,360,0,0,0,0,0,0,0,0,0,360,0,0,1.31506664448816,103.873569683554,380019
19A,BEDOK STH RD,4,2008,N,N,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32047659327711,103.934176535826,462019
19A,DOVER CRES,5,1999,N,Y,N,N,Y,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30735380231596,103.78454843987,131019
19A,JLN MEMBINA,1,2001,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28529172597125,103.826323201757,164019
19A,JLN TENTERAM,5,1999,N,N,N,N,Y,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327551322529,103.859468820285,322019
19A,LOR 7 TOA PAYOH,1,2005,N,N,N,N,N,Y,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33475933595085,103.856537998928,311019
19A,QUEEN'S CL,5,1994,N,N,N,N,Y,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29297287515655,103.800535321108,141019
19B,JLN TENTERAM,1,2000,N,N,N,N,N,Y,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3278010708248,103.859634811082,323019
190,BISHAN ST 13,21,1986,Y,N,N,N,N,N,BH,76,0,0,0,0,68,8,0,0,0,0,0,0,1.35055492734247,103.852044535915,570190
190,BOON LAY DR,11,1974,Y,N,N,Y,N,N,JW,100,0,0,0,0,0,0,0,0,0,0,100,0,1.34507676207705,103.711850425927,640190
190,BT BATOK WEST AVE 6,25,1995,Y,N,N,N,N,N,BB,115,0,0,0,54,61,0,0,0,0,0,0,0,1.34538561999513,103.746045480153,650190
190,LOR 6 TOA PAYOH,5,1986,N,Y,N,Y,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33297913475345,103.848704963622,310190
190,PASIR RIS ST 12,13,1993,Y,N,N,N,N,N,PRC,98,0,0,0,62,36,0,0,0,0,0,0,0,1.3655247930054,103.958657337254,510190
190,PUNGGOL CTRL,17,2003,Y,N,N,N,N,N,PG,95,0,0,0,0,31,64,0,0,0,0,0,0,1.39924142015379,103.910054264326,820190
190A,RIVERVALE DR,17,1998,Y,N,N,N,N,N,SK,98,0,0,0,41,57,0,0,0,0,0,0,0,1.39508286035407,103.902774420891,541190
190B,RIVERVALE DR,17,1998,Y,N,N,N,N,N,SK,128,0,0,0,71,57,0,0,0,0,0,0,0,1.39415593015614,103.902375946247,542190
190C,RIVERVALE DR,4,1998,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3947780409091,103.902437752105,543190
191,BISHAN ST 13,8,1986,Y,N,N,Y,N,N,BH,84,0,0,0,43,41,0,0,0,0,0,0,0,1.35054161207717,103.851371061032,570191
191,BOON LAY DR,11,1975,Y,N,N,N,N,N,JW,499,0,65,0,0,0,0,0,0,48,386,0,0,1.3437656891206,103.712164032913,640191
191,BT BATOK WEST AVE 6,25,1995,Y,N,N,N,N,N,BB,99,0,0,0,17,82,0,0,0,0,0,0,0,1.34551716408488,103.745348433929,650191
191,LOR 4 TOA PAYOH,25,1973,Y,Y,N,N,N,N,TP,96,0,0,0,96,0,0,0,0,0,0,0,0,1.33189327620476,103.851025403234,310191
191,PASIR RIS ST 12,13,1993,Y,N,N,N,N,N,PRC,60,0,0,0,24,36,0,0,0,0,0,0,0,1.36606696993048,103.95873102026,510191
191,PUNGGOL CTRL,14,2003,Y,N,N,N,N,N,PG,78,0,0,0,0,26,52,0,0,0,0,0,0,1.39951250463626,103.909752732647,820191
191A,RIVERVALE DR,17,1998,Y,N,N,N,N,N,SK,86,0,0,0,29,57,0,0,0,0,0,0,0,1.39374008288862,103.903484775847,541191
191B,RIVERVALE DR,17,1998,Y,N,N,N,N,N,SK,86,0,0,0,29,57,0,0,0,0,0,0,0,1.39463128197572,103.903902960834,542191
191C,RIVERVALE DR,4,1998,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39411847443337,103.903828900724,543191
192,BISHAN ST 13,26,1987,Y,N,N,N,N,N,BH,92,0,0,0,0,84,8,0,0,0,0,0,0,1.34897431725158,103.851306462341,570192
192,BT BATOK WEST AVE 6,25,1995,Y,N,N,N,N,N,BB,87,0,0,0,13,74,0,0,0,0,0,0,0,1.34559235229954,103.744789363152,650192
192,LOR 4 TOA PAYOH,2,1973,N,Y,N,Y,N,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33166814785481,103.850487239503,310192
192,PASIR RIS ST 12,13,1993,Y,N,N,Y,N,N,PRC,80,0,0,0,0,80,0,0,0,0,0,0,0,1.36624733354057,103.959056947733,510192
192,PUNGGOL CTRL,17,2003,Y,N,N,Y,N,N,PG,96,0,0,0,0,32,64,0,0,0,0,0,0,1.39977092552228,103.90951433139,820192
192,RIVERVALE DR,1,1999,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39434672668006,103.902681725895,540192
