_id,issuance_agency_id,uen,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,registration_incorporation_date,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,no_of_charges,primary_ssic_code,primary_ssic_description,primary_user_described_activity,secondary_ssic_code,secondary_ssic_description,secondary_user_described_activity,no_of_officers,former_entity_name1,former_entity_name2,former_entity_name3,former_entity_name4,former_entity_name5,former_entity_name6,former_entity_name7,former_entity_name8,former_entity_name9,former_entity_name10,former_entity_name11,former_entity_name12,former_entity_name13,former_entity_name14,former_entity_name15,paid_up_capital1_currency,paid_up_capital1_ordinary,paid_up_capital1_preference,paid_up_capital1_others,paid_up_capital2_currency,paid_up_capital2_ordinary,paid_up_capital2_preference,paid_up_capital2_others,paid_up_capital3_currency,paid_up_capital3_ordinary,paid_up_capital3_preference,paid_up_capital3_others,paid_up_capital4_currency,paid_up_capital4_ordinary,paid_up_capital4_preference,paid_up_capital4_others,paid_up_capital5_currency,paid_up_capital5_ordinary,paid_up_capital5_preference,paid_up_capital5_others,paid_up_capital6_currency,paid_up_capital6_ordinary,paid_up_capital6_preference,paid_up_capital6_others,paid_up_capital7_currency,paid_up_capital7_ordinary,paid_up_capital7_preference,paid_up_capital7_others,paid_up_capital8_currency,paid_up_capital8_ordinary,paid_up_capital8_preference,paid_up_capital8_others,paid_up_capital9_currency,paid_up_capital9_ordinary,paid_up_capital9_preference,paid_up_capital9_others,paid_up_capital10_currency,paid_up_capital10_ordinary,paid_up_capital10_preference,paid_up_capital10_others,uen_of_audit_firm1,name_of_audit_firm1,uen_of_audit_firm2,name_of_audit_firm2,uen_of_audit_firm3,name_of_audit_firm3,uen_of_audit_firm4,name_of_audit_firm4,uen_of_audit_firm5,name_of_audit_firm5
108,ACRA,201312160R,LEARNING RAY PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2013-05-06T15:06:23,2013-05-07T00:00:00,LOCAL,1,PHILLIP STREET,03,01,ROYAL ONE PHILLIP,48692,na,na,na,2017-03-31T00:00:00,0,62013,DEVELOPMENT OF SOFTWARE FOR INTERACTIVE DIGITAL MEDIA (EXCEPT GAMES),DEVELOPMENT OF OTHER SOFTWARE & PROGRAMMING ACTIVITIES,64202,OTHER HOLDING COMPANIES,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1668683.339958,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
109,ACRA,201509953R,LSREF 4A PRIVATE LIMITED,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2015-04-14T17:09:11,2015-04-15T00:00:00,LOCAL,168,ROBINSON ROAD,37,01,CAPITAL TOWER,68912,na,na,2016-09-30T00:00:00,2016-03-31T00:00:00,0,64202,OTHER HOLDING COMPANIES,INVESTMENT HOLDING COMPANY,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,2,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
110,ACRA,53187178M,LSL DESIGN,Business,Sole Proprietor,na,na,Live,2011-03-11T15:22:08,2011-03-12T00:00:00,LOCAL,138,EDGEDALE PLAINS,02,116,na,820138,na,na,na,na,0,43301,RENOVATION CONTRACTORS,INCLUDING INTERIOR DESIGN SERVICES,49219,PASSENGER LAND TRANSPORT N.E.C. (EG PRIVATE CARS FOR HIRE WITH OPERATOR AND TRISHAWS),INCLUDING INTERIOR DESIGN SERVICES,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
111,ACRA,53346750X,LIM TIAN SEE,Business,Sole Proprietor,na,na,Live,2016-09-25T11:45:01,2016-09-25T00:00:00,LOCAL,201D,TAMPINES STREET 21,03,1143,na,524201,na,na,na,na,0,41001,GENERAL CONTRACTORS (BUILDING CONSTRUCTION INCLUDING MAJOR UPGRADING WORKS),GENERAL CONTRACTOR,na,na,GENERAL CONTRACTOR,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
112,ACRA,201118412H,LEOKUO PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2011-08-02T17:35:21,2011-08-03T00:00:00,LOCAL,152,BEACH ROAD,14,03,GATEWAY EAST,189721,na,na,2017-08-04T00:00:00,2017-07-31T00:00:00,0,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),TRADE,64202,OTHER HOLDING COMPANIES,INVESTMENT,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
113,ACRA,201328095K,L&S RISK MANAGEMENT ASIA PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2013-10-17T14:40:13,2013-10-18T00:00:00,LOCAL,36,ROBINSON ROAD,13,01,CITY HOUSE,68877,na,na,2017-08-29T00:00:00,2016-12-31T00:00:00,0,70209,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES N.E.C.,PROVISION OF SERVICES,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
114,ACRA,201023901K,LBB RESOURCE PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Struck Off,2010-11-10T01:00:30,2010-11-11T00:00:00,LOCAL,234,WESTWOOD AVENUE,09,35,THE FLORAVALE,648361,na,na,2016-12-29T00:00:00,2016-11-30T00:00:00,0,82301,EXHIBITION ORGANISERS,EXHIBITION AND CONSULTANCY,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
115,ACRA,201216010Z,LEVERAGE SPORTS ASIA PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Struck Off,2012-06-28T18:02:35,2012-06-29T00:00:00,LOCAL,10,ANSON ROAD,26,04,INTERNATIONAL PLAZA,79903,na,na,2015-06-30T00:00:00,2014-12-31T00:00:00,0,59139,"MOTION PICTURE, VIDEO, TELEVISION AND OTHER PROGRAMME DISTRIBUTION ACTIVITIES N.E.C.","PROVISION OF MEDIA, SPONSORSHIP AND COMMERCIAL CONSULTANCY SERVICES",na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,10,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
116,ACRA,201421940M,LANGMAN HOLIDAY PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2014-07-25T18:25:29,2014-07-26T00:00:00,LOCAL,10C,BENDEMEER ROAD,37,123,BENDEMEER LIGHT,333010,na,na,2017-06-30T00:00:00,2016-12-31T00:00:00,0,79101,TRAVEL AGENCIES AND TOUR OPERATORS (MAINLY INBOUND),na,79102,TRAVEL AGENCIES AND TOUR OPERATORS (MAINLY OUTBOUND),na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,101000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
117,ACRA,52952566J,LOAN NETWORK SERVICES,Business,Sole Proprietor,na,na,Live,2001-09-13T00:00:00,2008-09-12T00:00:00,LOCAL,3,STILL LANE,na,na,na,424021,na,na,na,na,0,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES (GENERAL),na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
118,ACRA,197600628N,LAND DRAGON PTE LTD,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Struck Off,1976-03-26T00:00:00,2008-09-09T00:00:00,LOCAL,664,CHOA CHU KANG CRESCENT,02,255,na,680664,na,na,2015-09-30T00:00:00,2015-03-31T00:00:00,0,79102,TRAVEL AGENCIES AND TOUR OPERATORS (MAINLY OUTBOUND),na,79103,"TICKETING AGENCIES (INCLUDING AIRLINE, TOUR BUS AND CRUISE SHIP) ",na,2,PENG CHUAN PRIVATE LIMITED,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,240000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
119,ACRA,53273342L,LUCKY PLAZA APARTMENT,Business,Sole Proprietor,na,na,Live,2014-09-05T21:40:03,2014-09-06T00:00:00,LOCAL,304,ORCHARD ROAD,15,04,LUCKY PLAZA,238863,na,na,na,na,0,70203,HOTEL MANAGEMENT CONSULTANCY SERVICES,na,79900,"OTHER RESERVATION SERVICE ACTIVITIES (EG TIMESHARE, ON-LINE HOTEL RESERVATION SERVICES, RESERVATION OF TICKETS FOR PERFORMANCES ETC)",na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
120,ACRA,198402468G,LESTARI TRADING CO. PTE LTD,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,1984-07-05T00:00:00,2008-09-09T00:00:00,LOCAL,57,CAIRNHILL ROAD,04,06,ELIZABETH HEIGHTS,229668,na,na,2016-12-31T00:00:00,2016-06-30T00:00:00,0,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),na,46100,WHOLESALE ON A FEE OR CONTRACT BASIS (EG COMMISSION AGENTS),na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
121,ACRA,201725152G,LOVET (S) PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2017-09-04T23:26:03,2017-09-04T00:00:00,LOCAL,338B,ANCHORVALE CRESCENT,05,51,ANCHORVALE PARKVIEW,542338,na,na,na,na,0,47992,"OTHER RETAIL SALE NOT IN STORES, STALLS OR MARKETS (EG SALE VIA DOOR-TO-DOOR CANVASSING, MAIL ORDER HOUSES, TV)",E-COMMERCE LADIES FASHION,14109,"MANUFACTURE OF WEARING APPAREL EXCEPT FUR APPAREL N.E.C. (EG SONGKOKS, CAPS, GLOVES AND MITTENS, GARTERS, HANDKERCHIEFS, RAINCOATS, SHAWLS AND HAIR NETS)",MANUFACTURE OF FEMALE APPARELS,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,10000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
122,ACRA,200810943Z,LITMUS TECHNOLOGIES PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2008-06-03T11:21:24,2008-09-13T00:00:00,LOCAL,118,ALJUNIED AVENUE 2,06,104,na,380118,na,na,2016-11-23T00:00:00,2016-05-31T00:00:00,0,62022,SOFTWARE CONSULTANCY,na,46511,WHOLESALE OF COMPUTER HARDWARE AND PERIPHERAL EQUIPMENT,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,10000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
124,ACRA,201113318W,LIBERTY HOUSE GROUP PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2011-06-03T16:28:10,2011-06-04T00:00:00,LOCAL,8,MARINA VIEW,40,06,ASIA SQUARE TOWER 1,18960,na,na,2017-01-03T00:00:00,2015-03-31T00:00:00,18,64202,OTHER HOLDING COMPANIES,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,USD,325561301,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
125,ACRA,201116568Z,LYRIC TECHNOLOGIES PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2011-07-12T13:59:43,2011-07-13T00:00:00,LOCAL,1,RAFFLES PLACE,24,00,ONE RAFFLES PLACE,48616,na,na,2017-08-07T00:00:00,2017-03-31T00:00:00,0,74901,TRANSLATION SERVICES,na,58190,OTHER PUBLISHING ACTIVITIES,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
126,ACRA,53308109B,LZL SERVICES,Business,Sole Proprietor,na,na,Cancelled (Non-Renewal),2015-06-09T08:19:55,2015-06-10T00:00:00,LOCAL,627,HOUGANG AVENUE 8,02,150,na,530627,na,na,na,na,0,49219,PASSENGER LAND TRANSPORT N.E.C. (EG PRIVATE CARS FOR HIRE WITH OPERATOR AND TRISHAWS),PASSENGER LAND TRANSPORT NEC (EG PRIVATE CARS FOR HIRE WITH OPERATOR,na,na,PASSENGER LAND TRANSPORT NEC (EG PRIVATE CARS FOR HIRE WITH OPERATOR,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
127,ACRA,53370218J,LINEAR EXPRESS DELIVERY SERVICES,Business,Sole Proprietor,na,na,Live,2017-09-12T23:13:56,2017-09-12T00:00:00,LOCAL,910,HOUGANG STREET 91,04,92,na,530910,na,na,na,na,0,49232,"MOVING SERVICES (EG DELIVERY SERVICES, BAGGAGE TRANSFER SERVICES, FURNITURE MOVING SERVICES)",DELIVERY OF SMALL PARCELS,49231,FREIGHT TRANSPORT BY ROAD,DELIVERY OF SMALL PARCELS,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
128,ACRA,199304019K,LANDART PTE LTD,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,1993-06-24T00:00:00,2008-09-10T00:00:00,LOCAL,750A,CHAI CHEE ROAD,05,01,VIVA BUSINESS PARK,469001,na,na,2017-08-29T00:00:00,2016-12-31T00:00:00,7,43129,SITE PREPARATION N.E.C.,na,71121,GENERAL BUILDING ENGINEERING DESIGN AND CONSULTANCY SERVICES,na,4,ESMACO BUILDING SERVICES PTE LTD,RESMA BUILDING SERVICES PTE LTD,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1000000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
129,ACRA,201420891R,LUCIDITY SYSTEMS PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2014-07-16T16:01:24,2014-07-17T00:00:00,LOCAL,50G,FABER HEIGHTS,04,51,FABER CREST,129201,na,na,2016-06-30T00:00:00,2015-12-31T00:00:00,0,85491,CORPORATE TRAINING SERVICES AND MOTIVATIONAL COURSE PROVIDERS,na,62019,DEVELOPMENT OF OTHER SOFTWARE AND PROGRAMMING ACTIVITIES N.E.C.,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
130,ACRA,53338674L,L-CONSULTANCY,Business,Sole Proprietor,na,na,Cancelled (Non-Renewal),2016-06-03T16:36:48,2016-06-03T00:00:00,LOCAL,191,BOON LAY DRIVE,06,152,na,640191,na,na,na,na,0,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES (GENERAL),na,80002,SECURITY SERVICES,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
131,ACRA,201530779E,LAB.BOX FURNISHING PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2015-08-03T17:26:51,2015-08-04T00:00:00,LOCAL,3,SOUTH BUONA VISTA ROAD,b1,18,VIVA VISTA,118136,na,na,na,na,0,46432,"WHOLESALE OF FURNISHINGS (INCLUDING CURTAINS, CARPETS, WALLPAPER)",SALES CONSULTANT,43303,JOINERY AND OTHER WOODWORKS (EG LAMINATED OR PARQUET FLOORING),SALES CONSULTANT,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,16000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
132,ACRA,200704584G,LS & W PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2007-03-20T14:50:39,2008-09-13T00:00:00,LOCAL,6,NEW INDUSTRIAL ROAD,08,01,NEW CENTURY,536199,na,na,2017-08-21T00:00:00,2017-02-28T00:00:00,2,64202,OTHER HOLDING COMPANIES,PROPERTY INVESTMENTS & DEVELOPMENT,74191,INTERIOR DESIGN SERVICES,INTERIOR DECORATOR & CONSULTANT & RELATED ACTIVITIES,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1000000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
133,ACRA,201542745N,L'ACRYLIQUE PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2015-12-09T12:25:58,2015-12-10T00:00:00,LOCAL,10,ANG MO KIO INDUSTRIAL PARK 2A,05,03,AMK AUTOPOINT,568047,na,na,2017-05-16T00:00:00,2016-11-30T00:00:00,0,47910,RETAIL SALE VIA INTERNET,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
134,ACRA,201725605H,LINKMATE ROYAL PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2017-09-08T13:01:08,2017-09-08T00:00:00,LOCAL,5A,MARSILING DRIVE,12,461,MARSILING SPRING,732005,na,na,na,na,0,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,10000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
135,ACRA,201501088G,LOYALTY INVESTMENTS PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2015-01-09T18:03:30,2015-01-14T00:00:00,LOCAL,10,ANSON ROAD,03,05,INTERNATIONAL PLAZA,79903,na,na,2017-06-30T00:00:00,2016-12-31T00:00:00,0,64202,OTHER HOLDING COMPANIES,na,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES (GENERAL),na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,2500000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
136,ACRA,201222245N,LIBERTY PARK MUSIC PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2012-09-08T18:18:40,2012-09-09T00:00:00,LOCAL,59,MOHAMED SULTAN ROAD,01,08,SULTAN-LINK,238999,na,na,2016-06-30T00:00:00,2016-06-30T00:00:00,0,85420,"MUSIC, DANCING, ART, SPEECH AND DRAMA INSTRUCTION",na,47536,RETAIL SALE OF MUSICAL INSTRUMENTS AND SCORES,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,210043.8,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
137,ACRA,53340474J,LINH TRADING,Business,Sole Proprietor,na,na,Cancelled (Non-Renewal),2016-06-28T17:00:22,2016-06-28T00:00:00,LOCAL,467B,FERNVALE LINK,11,527,FERNVALE LEA,792467,na,na,na,na,0,47112,"MINI-MARTS, CONVENIENCE STORES AND PROVISION SHOPS",na,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
138,ACRA,53339753K,LEIGHBEE'S TRANSPORT,Business,Sole Proprietor,na,na,Cancelled (Non-Renewal),2016-06-18T15:16:09,2016-06-18T00:00:00,LOCAL,5,WOO MON CHEW ROAD,na,na,na,455058,na,na,na,na,0,49214,TAXI SERVICES,TRANSPORTATION OF CLIENTS BETWEEN ADDRESSES,na,na,TRANSPORTATION OF CLIENTS BETWEEN ADDRESSES,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
139,ACRA,201005315R,LGS PROSPECT RESOURCES PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2010-03-12T10:30:01,2010-03-13T00:00:00,LOCAL,3,SOON LEE STREET,01,19,PIONEER JUNCTION,627606,na,na,2017-06-30T00:00:00,2016-12-31T00:00:00,0,77330,RENTING OF CONSTRUCTION AND CIVIL ENGINEERING MACHINERY AND EQUIPMENT,INCLUDING MAINTENANCE REPAIR,46549,"WHOLESALE OF INDUSTRIAL, CONSTRUCTION AND RELATED MACHINERY AND EQUIPMENT N.E.C.",na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,230000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
140,ACRA,200413434Z,LIM PARTNERSHIP PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2004-10-18T15:25:57,2008-09-12T00:00:00,LOCAL,152A,JOO CHIAT ROAD,na,na,na,427430,na,na,2017-06-30T00:00:00,2016-12-31T00:00:00,0,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES (GENERAL),na,69202,BOOK-KEEPING SERVICES,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,10000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
141,ACRA,201008662Z,LITE-ON GREEN ENERGY (SINGAPORE) PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2010-04-22T17:18:43,2010-04-23T00:00:00,LOCAL,80,ROBINSON ROAD,02,00,na,68898,na,na,2016-06-22T00:00:00,2015-12-31T00:00:00,0,64202,OTHER HOLDING COMPANIES,na,na,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,EUR,3457760,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
142,ACRA,201707614G,LUCKY MEE PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Struck Off,2017-03-18T22:24:43,2017-03-18T00:00:00,LOCAL,699,HOUGANG STREET 52,16,05,na,530699,na,na,na,na,0,46599,WHOLESALE OF OTHER MACHINERY AND EQUIPMENT N.E.C.,na,46424,WHOLESALE OF COSMETICS AND TOILETRIES,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
143,ACRA,201632832H,LIDYA & BRYAN CO PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Struck Off,2016-12-02T09:33:55,2016-12-02T00:00:00,LOCAL,304,ORCHARD ROAD,05,46,LUCKY PLAZA,238863,na,na,na,na,0,96022,"BEAUTY SALONS AND SPAS (INCLUDING SLIMMING, SKIN CARE AND HAIR CARE CENTRES)",na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,300000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
