_id,issuance_agency_id,uen,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,registration_incorporation_date,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,no_of_charges,primary_ssic_code,primary_ssic_description,primary_user_described_activity,secondary_ssic_code,secondary_ssic_description,secondary_user_described_activity,no_of_officers,former_entity_name1,former_entity_name2,former_entity_name3,former_entity_name4,former_entity_name5,former_entity_name6,former_entity_name7,former_entity_name8,former_entity_name9,former_entity_name10,former_entity_name11,former_entity_name12,former_entity_name13,former_entity_name14,former_entity_name15,paid_up_capital1_currency,paid_up_capital1_ordinary,paid_up_capital1_preference,paid_up_capital1_others,paid_up_capital2_currency,paid_up_capital2_ordinary,paid_up_capital2_preference,paid_up_capital2_others,paid_up_capital3_currency,paid_up_capital3_ordinary,paid_up_capital3_preference,paid_up_capital3_others,paid_up_capital4_currency,paid_up_capital4_ordinary,paid_up_capital4_preference,paid_up_capital4_others,paid_up_capital5_currency,paid_up_capital5_ordinary,paid_up_capital5_preference,paid_up_capital5_others,paid_up_capital6_currency,paid_up_capital6_ordinary,paid_up_capital6_preference,paid_up_capital6_others,paid_up_capital7_currency,paid_up_capital7_ordinary,paid_up_capital7_preference,paid_up_capital7_others,paid_up_capital8_currency,paid_up_capital8_ordinary,paid_up_capital8_preference,paid_up_capital8_others,paid_up_capital9_currency,paid_up_capital9_ordinary,paid_up_capital9_preference,paid_up_capital9_others,paid_up_capital10_currency,paid_up_capital10_ordinary,paid_up_capital10_preference,paid_up_capital10_others,uen_of_audit_firm1,name_of_audit_firm1,uen_of_audit_firm2,name_of_audit_firm2,uen_of_audit_firm3,name_of_audit_firm3,uen_of_audit_firm4,name_of_audit_firm4,uen_of_audit_firm5,name_of_audit_firm5
42,ACRA,201105734M,LINKING ASIA 21 PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2011-03-09T15:05:36,2011-03-10T00:00:00,LOCAL,14,ROBINSON ROAD,08,01A,FAR EAST FINANCE BUILDING,48545,na,na,2017-08-31T00:00:00,2017-02-28T00:00:00,0,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES (GENERAL),na,73202,OTHER MARKET RESEARCH AND PUBLIC OPINION POLLING (NON-INFOCOMM),na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
43,ACRA,201215073M,LAF OBGYN PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2012-06-18T18:36:12,2012-06-19T00:00:00,LOCAL,339,THOMSON ROAD,01,01,THOMSON MEDICAL CENTRE,307677,na,na,2017-09-18T00:00:00,2017-03-31T00:00:00,0,86203,SPECIALISED MEDICAL SERVICES (INCLUDING DAY SURGICAL CENTRES),SPECIALISED MEDICAL SERVICES (INCLUDING DAY SURGICAL CENTRES),86201,CLINICS AND OTHER GENERAL MEDICAL SERVICES (WESTERN),CLINICS AND OTHER GENERAL MEDICAL SERVICES (WESTERN),3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,2,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
44,ACRA,201719238H,LEAPTHOUGHT ASIA PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2017-07-09T21:18:48,2017-07-09T00:00:00,LOCAL,20,COLLYER QUAY,23,01,20 COLLYER QUAY,49319,na,na,na,na,0,62011,DEVELOPMENT OF E-COMMERCE APPLICATIONS,DIGITAL SOLUTIONS PROVIDER,62019,DEVELOPMENT OF OTHER SOFTWARE AND PROGRAMMING ACTIVITIES N.E.C.,"DIGITAL PLATFORMS, PRODUCTS AND SOLUTIONS",3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,5100,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
45,ACRA,201534777H,LNG PLUS INTERNATIONAL TRADING PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Dissolved - Members' Voluntary Winding Up,2015-09-16T12:35:50,2015-09-17T00:00:00,LOCAL,19,KEPPEL ROAD,03,10,JIT POH BUILDING,89058,na,na,na,na,0,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),GENERAL TRADING,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,USD,1000000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
46,ACRA,201322597G,LETS HIRE (S) PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Gazetted To Be Struck Off,2013-08-21T10:36:21,2013-08-22T00:00:00,LOCAL,420,NORTH BRIDGE ROAD,06,32,NORTH BRIDGE CENTRE,188727,na,na,2016-05-23T00:00:00,2015-03-31T00:00:00,0,78104,EMPLOYMENT AGENCIES (EXCLUDING MAID AGENCIES),na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
69,ACRA,199206325M,LOTUS ADVERTISING PTE LTD,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,1992-11-24T00:00:00,2008-09-10T00:00:00,LOCAL,1,SELEGIE ROAD,04,01,POMO,188306,na,na,2017-08-29T00:00:00,2016-12-31T00:00:00,0,73100,ADVERTISING ACTIVITIES,na,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,50000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
47,ACRA,201011650H,LINKSTAR MICROTRONICS PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2010-06-01T15:37:23,2010-06-04T00:00:00,LOCAL,3,ANG MO KIO STREET 62,05,15/16,LINK@AMK,569139,na,na,2017-08-29T00:00:00,2016-12-31T00:00:00,1,26119,MANUFACTURE OF SEMICONDUCTOR DEVICES N.E.C.,INTEGRATED CIRCUIT PRODUCT DEVELOPMENT,74111,ELECTRONICS-RELATED INDUSTRIAL DESIGN SERVICES,DESIGN SERVICE,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,3434936,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
48,ACRA,201505464C,LA VENTANA PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2015-03-02T15:16:23,2015-03-06T00:00:00,LOCAL,133,NEW BRIDGE ROAD,17,01,CHINATOWN POINT,59413,na,na,2017-08-31T00:00:00,2017-02-28T00:00:00,0,56111,RESTAURANTS,RESTAURANTS & BARS,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
49,ACRA,201610539M,LGB PROPERTIES (OVERSEAS) PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2016-04-20T15:10:03,2016-04-20T00:00:00,LOCAL,205,BALESTIER ROAD,02,06,THE MEZZO,329682,na,na,2017-08-29T00:00:00,2016-12-31T00:00:00,0,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES (GENERAL),BUSINESS AND MANAGEMENT CONSULTANCY SERVICES,64202,OTHER HOLDING COMPANIES,PROPERTY INVESTMENT AND GENERAL INVESTMENT INCLUDE INVESTMENT IN SHARES/EQUITY,5,LGB PROPERTIES (JAPAN) PTE. LTD.,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100,63345026,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
50,ACRA,201727775E,LLL INTERNATIONAL PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2017-09-28T17:22:33,2017-09-28T00:00:00,LOCAL,622,BUKIT BATOK CENTRAL,25,504,na,650622,na,na,na,na,0,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),na,47199,RETAIL SALE IN OTHER NON-SPECIALISED STORES N.E.C.,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
51,ACRA,201008007K,LIONCITY INTERNATIONAL DEVELOPMENT PRIVATE LIMITED,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2010-04-15T10:04:18,2010-04-16T00:00:00,LOCAL,27,NEW INDUSTRIAL ROAD,08,08,NOVELTY TECHPOINT,536212,na,na,2017-05-12T00:00:00,2016-12-31T00:00:00,1,64202,OTHER HOLDING COMPANIES,na,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,500000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
75,ACRA,201728004Z,LEGEND LAND MALAYSIA PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2017-10-01T17:55:42,2017-10-01T00:00:00,LOCAL,80,MARINE PARADE ROAD,21,01,PARKWAY PARADE,449269,na,na,na,na,0,64202,OTHER HOLDING COMPANIES,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,2,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52,ACRA,200714446C,LONDON COLLEGE OF CLINICAL HYPNOSIS ASIA PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2007-08-07T15:27:37,2008-09-13T00:00:00,LOCAL,16,RAFFLES QUAY,33,03,HONG LEONG BUILDING,48581,na,na,2017-01-31T00:00:00,2016-07-31T00:00:00,0,86909,"OTHER HEALTH SERVICES N.E.C. (EG REHABILITATION ACTIVITIES EG PHYSIOTHERAPY, CHIROPRACTIC, SPEECH THERAPY)","TRAINING OF HYPNOTHERAPY, EXECUTIVE TRAINING OF MEDICAL PROFESSIONALS.",na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53,ACRA,53156627K,L & L IT SERVICES,Business,Sole Proprietor,na,na,Live,2009-11-26T12:26:24,2009-11-30T00:00:00,LOCAL,408,JURONG WEST STREET 42,06,665,na,640408,na,na,na,na,0,46511,WHOLESALE OF COMPUTER HARDWARE AND PERIPHERAL EQUIPMENT,SUPPLY PERIPHERALS AND CABLING JOB,na,na,SUPPLY PERIPHERALS AND CABLING JOB,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
54,ACRA,201714840Z,LIM TECK KEE HOLDING PRIVATE LIMITED,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2017-05-29T15:51:20,2017-05-29T00:00:00,LOCAL,548,WOODLANDS DRIVE 44,01,03,VISTA POINT,730548,na,na,na,na,0,56140,STALLS SELLING COOKED FOOD AND PREPARED DRINKS (INCLUDING STALLS AT FOOD COURTS AND MOBILE FOOD HAWKERS),na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,100000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
55,ACRA,201130658Z,LINK-UP PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2011-10-12T12:16:54,2011-10-13T00:00:00,LOCAL,80,MARINE PARADE ROAD,16,09,PARKWAY PARADE,449269,na,na,2016-06-30T00:00:00,2015-12-31T00:00:00,0,64202,OTHER HOLDING COMPANIES,INVESTMENT AND TRADING,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,2,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
56,ACRA,201128277H,LT STRATEGIC INVESTMENTS PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2011-09-14T18:07:25,2011-09-15T00:00:00,LOCAL,36B,CIRCULAR ROAD,na,na,na,49392,na,na,2016-08-29T00:00:00,2015-12-31T00:00:00,0,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES (GENERAL),na,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,2250000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
57,ACRA,201117024H,LGC SCIENCE GROUP (SINGAPORE) PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2011-07-18T10:53:59,2011-07-19T00:00:00,LOCAL,50,RAFFLES PLACE,32,01,SINGAPORE LAND TOWER,48623,na,na,2016-11-29T00:00:00,2016-03-31T00:00:00,0,64202,OTHER HOLDING COMPANIES,na,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
58,ACRA,201607331M,LEKTRIFY SINGAPORE PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2016-03-21T16:42:35,2016-03-21T00:00:00,LOCAL,3791,JALAN BUKIT MERAH,09,27,E-CENTRE @ REDHILL,159471,na,na,na,na,0,62011,DEVELOPMENT OF E-COMMERCE APPLICATIONS,INCLUDING GLOBAL SALES,62019,DEVELOPMENT OF OTHER SOFTWARE AND PROGRAMMING ACTIVITIES N.E.C.,INCLUDING END-TO-END SOLUTIONS,3,MOBILYZED SINGAPORE PTE. LTD.,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,200,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
59,ACRA,201402942N,LOGIX SUPPLY & SOLUTIONS PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2014-01-29T15:30:46,2014-01-30T00:00:00,LOCAL,190,MIDDLE ROAD,13,02,FORTUNE CENTRE,188979,na,na,2017-06-30T00:00:00,2016-12-31T00:00:00,0,38200,TREATMENT AND DISPOSAL OF WASTE (INCLUDING REMEDIATION ACTIVITIES),DISPOSAL SERVICES FOR MARINE SPARES PRODUCT,46634,WHOLESALE OF PAINTS (INCLUDING VARNISHES AND SUPPLIES),SUPPLY MARINE & COMMERCIAL PAINTS,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,10000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
60,ACRA,198701368G,LOTUS INTERNATIONAL LUXURY YACHTS PTE LTD,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,1987-05-15T00:00:00,2008-09-10T00:00:00,LOCAL,400,ORCHARD ROAD,06,14,ORCHARD TOWERS,238875,na,na,2017-09-12T00:00:00,2017-04-30T00:00:00,0,30120,"BUILDING AND REPAIR OF PLEASURE CRAFTS, LIGHTERS AND BOATS",SHIP & BOAT LEASING (INCL CHARTERING),50024,"CHARTERING OF SHIPS, BARGES AND BOATS WITH CREW (FREIGHT)",na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,2,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
61,ACRA,200721567C,LAC CONSTRUCTION PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2007-11-20T22:27:25,2008-09-13T00:00:00,LOCAL,2,SIMS CLOSE,07,10,GEMINI @ SIMS,387298,na,na,2017-08-29T00:00:00,2016-12-31T00:00:00,3,43301,RENOVATION CONTRACTORS,na,41001,GENERAL CONTRACTORS (BUILDING CONSTRUCTION INCLUDING MAJOR UPGRADING WORKS),na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1000000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
62,ACRA,201323690C,LIGHTHOUSE IT & MANAGEMENT CONSULTING PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Gazetted To Be Struck Off,2013-09-02T15:22:30,2013-09-03T00:00:00,LOCAL,77A,BOAT QUAY,na,na,na,49865,na,na,2017-07-25T00:00:00,2016-12-31T00:00:00,0,62090,OTHER INFORMATION TECHNOLOGY AND COMPUTER SERVICE ACTIVITIES (EG DISASTER RECOVERY SERVICES),INFORMATION TECHNOLOGY,62022,SOFTWARE CONSULTANCY,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,USD,2,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
63,ACRA,201010475D,LI YIN CONTRACTOR PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Gazetted To Be Struck Off,2010-05-15T13:25:40,2010-05-16T00:00:00,LOCAL,14,LITTLE ROAD,03,01,na,536987,na,na,2014-06-21T00:00:00,2014-04-30T00:00:00,0,41001,GENERAL CONTRACTORS (BUILDING CONSTRUCTION INCLUDING MAJOR UPGRADING WORKS),GENERAL CONTRACTORS FOR RENOVATIONS & UPGRADING WORKS,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),"GENERAL TRADING, IMPORT, EXPORT, WHOLESALE AND RETAIL",1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,50000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
64,ACRA,201430255Z,LEANSPHERE PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2014-10-10T10:50:22,2014-10-11T00:00:00,LOCAL,190,MIDDLE ROAD,03,30,FORTUNE CENTRE,188979,na,na,2017-09-01T00:00:00,2017-03-31T00:00:00,0,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),GENERAL TRADING,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,2,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
65,ACRA,199307934C,LOTUS TJIAT SENG 1993 PTE LTD,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Gazetted To Be Struck Off,1993-12-01T00:00:00,2008-09-10T00:00:00,LOCAL,10,ANSON ROAD,28,01,INTERNATIONAL PLAZA,79903,na,na,2017-03-30T00:00:00,2016-09-30T00:00:00,0,46219,WHOLESALE OF AGRICULTURAL RAW MATERIALS AND LIVE ANIMALS EXCEPT TROPICAL PRODUCE N.E.C.,WHOLESALE TRADE NEC,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,2,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
66,ACRA,200516163R,LUNA INVESTMENT PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2005-11-21T19:02:56,2008-09-13T00:00:00,LOCAL,6,TEMASEK BOULEVARD,09,05,SUNTEC TOWER FOUR,38986,na,na,2016-08-29T00:00:00,2015-12-31T00:00:00,0,64202,OTHER HOLDING COMPANIES,na,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,1,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
67,ACRA,201006081N,LOW PROFILE PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Gazetted To Be Struck Off,2010-03-22T23:30:20,2010-03-23T00:00:00,LOCAL,883,NORTH BRIDGE ROAD,02,04,SOUTHBANK,198785,na,na,2015-06-30T00:00:00,2014-12-31T00:00:00,0,82110,OFFICE ADMINISTRATIVE SERVICES ON A FEE OR CONTRACT BASIS (EG BILLING AND RECORD KEEPING),na,82999,"OTHER BUSINESS SUPPORT SERVICE ACTIVITIES (EG JUNKETS, ADMINISTRATION OF LOYALTY PROGRAMMES)",na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,2,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
70,ACRA,201101875D,LEESONMECH SINGAPORE PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2011-01-20T14:16:27,2011-01-21T00:00:00,LOCAL,48,TOH GUAN ROAD EAST,05,141,ENTERPRISE HUB,608586,na,na,2017-06-07T00:00:00,2016-12-31T00:00:00,3,46551,WHOLESALE OF MARINE EQUIPMENT AND ACCESSORIES (INCLUDING MARINE NAVIGATIONAL EQUIPMENT AND RADAR),WHOLESALE & RETAIL OF MARINE & IND PRODUCTS & MARINE ENG & MODIFICATION WORKS,46900,GENERAL WHOLESALE TRADE (INCLUDING GENERAL IMPORTERS AND EXPORTERS),na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,600000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
71,ACRA,200809142C,LINK (THM) BUILDERS PTE. LTD.,Local Company,na,PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2008-05-09T18:09:45,2008-09-13T00:00:00,LOCAL,8,CHANG CHARN ROAD,na,na,LINK (THM) BUILDING,159637,na,na,2016-06-27T00:00:00,2015-12-31T00:00:00,0,41009,BUILDING CONSTRUCTION N.E.C.,MIXED CONSTRUCTION ACTIVITIES,41001,GENERAL CONTRACTORS (BUILDING CONSTRUCTION INCLUDING MAJOR UPGRADING WORKS),GENERAL CONTRACTORS (BUILDING CONSTRUCTION INCLUDING MAJOR UPGRADING WORKS),4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,300000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
72,ACRA,200603483C,LANTERNS IN MOTION PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,2006-03-13T11:40:13,2008-09-13T00:00:00,LOCAL,141,BUKIT BATOK STREET 11,11,25,na,650141,na,na,2017-08-30T00:00:00,2017-02-28T00:00:00,0,82303,EVENT/CONCERT ORGANISERS,na,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES (GENERAL),na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,21000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
73,ACRA,198401535N,LUXURY YACHTS PTE. LTD.,Local Company,na,EXEMPT PRIVATE COMPANY LIMITED BY SHARES,na,Live Company,1984-04-30T00:00:00,2008-09-09T00:00:00,LOCAL,400,ORCHARD ROAD,06,14,ORCHARD TOWERS,238875,na,na,2017-09-12T00:00:00,2017-04-30T00:00:00,0,30120,"BUILDING AND REPAIR OF PLEASURE CRAFTS, LIGHTERS AND BOATS",na,na,na,na,4,SYMBOL YACHTS (SOUTH EAST ASIA) PRIVATE LIMITED,na,na,na,na,na,na,na,na,na,na,na,na,na,na,SGD,24000,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
